Timestamp,Arbitration_ID,DLC,Data,Arbitration_ID(int),PGN,PF,PS,SA,Data(int)
3.15057,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
3.15115,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
3.15173,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.15229,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.15287,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
3.15345,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.15828,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.16806,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.16864,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.17794,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.18852,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.1891,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.19866,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.19922,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.1998,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.20038,18FEDF00,8,B1 FF FF FF FF FF FF FF,419356416,65247,254,223,0,"[177, 255, 255, 255, 255, 255, 255, 255]"
3.20676,18DB33F1,8,02 01 00 CC CC CC CC CC,417018865,56064,219,51,241,"[2, 1, 0, 204, 204, 204, 204, 204]"
3.20819,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.20877,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.21807,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.22786,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.22844,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.23854,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.24831,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.24889,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
3.24946,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
3.25002,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
3.25061,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
3.25117,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.25175,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
3.25233,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.2529,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.25816,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.26691,7DF,8,03 22 F8 10 CC CC CC CC,2015,0,0,7,223,"[3, 34, 248, 16, 204, 204, 204, 204]"
3.268,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.26858,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.27785,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.28847,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.28904,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.29829,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.29885,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.29943,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.30813,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.30871,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.31801,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.32638,18DB33F1,8,03 22 F8 10 CC CC CC CC,417018865,56064,219,51,241,"[3, 34, 248, 16, 204, 204, 204, 204]"
3.3278,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.32838,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.33849,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.34826,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.34884,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
3.34941,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
3.34997,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
3.35056,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
3.35114,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.3517,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.35228,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
3.35285,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.35815,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.36793,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.36851,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.37781,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.38671,7DF,8,02 01 00 CC CC CC CC CC,2015,0,0,7,223,"[2, 1, 0, 204, 204, 204, 204, 204]"
3.38841,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.38899,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.39825,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.39881,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.39939,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.40607,18EA00F9,3,E5 FE 00,417988857,59904,234,0,249,"[229, 254, 0]"
3.407,18FEE500,8,09 06 00 00 FF FF FF FF,419357952,65253,254,229,0,"[9, 6, 0, 0, 255, 255, 255, 255]"
3.40808,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.40865,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.41792,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.42771,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.42829,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.43838,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.44721,18DB33F1,8,02 01 00 CC CC CC CC CC,417018865,56064,219,51,241,"[2, 1, 0, 204, 204, 204, 204, 204]"
3.4482,18FEDF00,8,B1 FF FF FF FF FF FF FF,419356416,65247,254,223,0,"[177, 255, 255, 255, 255, 255, 255, 255]"
3.44878,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
3.44934,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
3.44992,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.45048,18FEEF00,8,FF FF 69 69 FF FF 69 69,419360512,65263,254,239,0,"[255, 255, 105, 105, 255, 255, 105, 105]"
3.45104,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
3.45163,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
3.45219,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.45277,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
3.45333,18FEF600,8,FF 69 54 69 FF 92 3C FF,419362304,65270,254,246,0,"[255, 105, 84, 105, 255, 146, 60, 255]"
3.45391,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.45448,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.45804,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.46787,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.46844,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.47772,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.48834,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.48891,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.49814,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.49871,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.49929,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.50653,7DF,8,03 22 F8 10 CC CC CC CC,2015,0,0,7,223,"[3, 34, 248, 16, 204, 204, 204, 204]"
3.50801,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
